Search Term,technology developments
Geography,Worldwide
Time Period,2004-P
Type,Web Search
,
Time,Normalized Value (0-100),Absolute Google Search Volume
2004-01-01,53,18712
2004-02-01,95,33541
2004-03-01,100,35306
2004-04-01,68,24008
2004-05-01,38,13416
2004-06-01,52,18359
2004-07-01,68,24008
2004-08-01,79,27892
2004-09-01,90,31776
2004-10-01,57,20124
2004-11-01,85,30010
2004-12-01,50,17653
2005-01-01,73,25773
2005-02-01,81,28598
2005-03-01,65,22949
2005-04-01,56,19771
2005-05-01,57,20124
2005-06-01,74,26126
2005-07-01,61,21537
2005-08-01,46,16241
2005-09-01,49,17300
2005-10-01,54,19065
2005-11-01,56,19771
2005-12-01,15,5296
2006-01-01,42,14828
2006-02-01,43,15181
2006-03-01,61,21537
2006-04-01,49,17300
2006-05-01,57,20124
2006-06-01,37,13063
2006-07-01,23,8120
2006-08-01,27,9532
2006-09-01,46,16241
2006-10-01,35,12357
2006-11-01,33,11651
2006-12-01,20,7061
2007-01-01,41,14475
2007-02-01,19,6708
2007-03-01,37,13063
2007-04-01,21,7414
2007-05-01,28,9885
2007-06-01,25,8826
2007-07-01,21,7414
2007-08-01,33,11651
2007-09-01,28,9885
2007-10-01,29,10238
2007-11-01,33,11651
2007-12-01,29,10238
2008-01-01,23,8120
2008-02-01,30,10592
2008-03-01,17,6002
2008-04-01,26,9179
2008-05-01,26,9179
2008-06-01,27,9532
2008-07-01,21,7414
2008-08-01,22,7767
2008-09-01,24,8473
2008-10-01,25,8826
2008-11-01,23,8120
2008-12-01,16,5649
2009-01-01,23,8120
2009-02-01,27,9532
2009-03-01,24,8473
2009-04-01,22,7767
2009-05-01,23,8120
2009-06-01,21,7414
2009-07-01,16,5649
2009-08-01,18,6355
2009-09-01,24,8473
2009-10-01,19,6708
2009-11-01,23,8120
2009-12-01,17,6002
2010-01-01,26,9179
2010-02-01,25,8826
2010-03-01,30,10592
2010-04-01,25,8826
2010-05-01,22,7767
2010-06-01,25,8826
2010-07-01,24,8473
2010-08-01,22,7767
2010-09-01,21,7414
2010-10-01,24,8473
2010-11-01,27,9532
2010-12-01,21,7414
2011-01-01,20,7061
2011-02-01,23,8120
2011-03-01,20,7061
2011-04-01,18,6355
2011-05-01,22,7767
2011-06-01,20,7061
2011-07-01,18,6355
2011-08-01,15,5296
2011-09-01,22,7767
2011-10-01,22,7767
2011-11-01,19,6708
2011-12-01,19,6708
2012-01-01,20,7061
2012-02-01,19,6708
2012-03-01,19,6708
2012-04-01,19,6708
2012-05-01,18,6355
2012-06-01,16,5649
2012-07-01,15,5296
2012-08-01,17,6002
2012-09-01,19,6708
2012-10-01,19,6708
