Search Term,net zero
Geography,Worldwide
Time Period,2004-P
Type,Web Search
,
Time,Normalized Value (0-100),Absolute Google Search Volume
2004-01-01,100,259471
2004-02-01,81,210172
2004-03-01,73,189414
2004-04-01,66,171251
2004-05-01,66,171251
2004-06-01,67,173846
2004-07-01,75,194603
2004-08-01,73,189414
2004-09-01,67,173846
2004-10-01,71,184224
2004-11-01,54,140114
2004-12-01,74,192009
2005-01-01,76,197198
2005-02-01,52,134925
2005-03-01,59,153088
2005-04-01,52,134925
2005-05-01,50,129735
2005-06-01,62,160872
2005-07-01,74,192009
2005-08-01,70,181630
2005-09-01,50,129735
2005-10-01,53,137520
2005-11-01,53,137520
2005-12-01,51,132330
2006-01-01,59,153088
2006-02-01,49,127141
2006-03-01,42,108978
2006-04-01,39,101193
2006-05-01,40,103788
2006-06-01,43,111572
2006-07-01,41,106383
2006-08-01,49,127141
2006-09-01,43,111572
2006-10-01,41,106383
2006-11-01,38,98599
2006-12-01,39,101193
2007-01-01,39,101193
2007-02-01,38,98599
2007-03-01,36,93409
2007-04-01,40,103788
2007-05-01,33,85625
2007-06-01,34,88220
2007-07-01,36,93409
2007-08-01,36,93409
2007-09-01,33,85625
2007-10-01,31,80436
2007-11-01,30,77841
2007-12-01,31,80436
2008-01-01,35,90815
2008-02-01,32,83030
2008-03-01,29,75246
2008-04-01,31,80436
2008-05-01,29,75246
2008-06-01,29,75246
2008-07-01,30,77841
2008-08-01,34,88220
2008-09-01,33,85625
2008-10-01,31,80436
2008-11-01,29,75246
2008-12-01,30,77841
2009-01-01,31,80436
2009-02-01,29,75246
2009-03-01,28,72652
2009-04-01,26,67462
2009-05-01,22,57083
2009-06-01,23,59678
2009-07-01,22,57083
2009-08-01,22,57083
2009-09-01,23,59678
2009-10-01,21,54489
2009-11-01,20,51894
2009-12-01,21,54489
2010-01-01,23,59678
2010-02-01,21,54489
2010-03-01,20,51894
2010-04-01,18,46704
2010-05-01,17,44110
2010-06-01,18,46704
2010-07-01,18,46704
2010-08-01,18,46704
2010-09-01,18,46704
2010-10-01,18,46704
2010-11-01,17,44110
2010-12-01,18,46704
2011-01-01,18,46704
2011-02-01,18,46704
2011-03-01,17,44110
2011-04-01,17,44110
2011-05-01,15,38920
2011-06-01,15,38920
2011-07-01,16,41515
2011-08-01,15,38920
2011-09-01,16,41515
2011-10-01,17,44110
2011-11-01,16,41515
2011-12-01,15,38920
2012-01-01,16,41515
2012-02-01,15,38920
2012-03-01,22,57083
2012-04-01,27,70057
2012-05-01,18,46704
2012-06-01,20,51894
2012-07-01,15,38920
2012-08-01,18,46704
2012-09-01,20,51894
2012-10-01,24,62273
