Search Term,carbon price
Geography,Worldwide
Time Period,2004-P
Type,Web Search
,
Time,Normalized Value (0-100),Absolute Google Search Volume
2004-01-01,24,21473
2004-02-01,30,26842
2004-03-01,19,16999
2004-04-01,20,17894
2004-05-01,23,20578
2004-06-01,19,16999
2004-07-01,10,8947
2004-08-01,24,21473
2004-09-01,19,16999
2004-10-01,24,21473
2004-11-01,29,25947
2004-12-01,22,19684
2005-01-01,23,20578
2005-02-01,21,18789
2005-03-01,25,22368
2005-04-01,22,19684
2005-05-01,24,21473
2005-06-01,17,15210
2005-07-01,20,17894
2005-08-01,20,17894
2005-09-01,29,25947
2005-10-01,26,23263
2005-11-01,24,21473
2005-12-01,17,15210
2006-01-01,19,16999
2006-02-01,21,18789
2006-03-01,23,20578
2006-04-01,18,16105
2006-05-01,23,20578
2006-06-01,20,17894
2006-07-01,17,15210
2006-08-01,21,18789
2006-09-01,23,20578
2006-10-01,21,18789
2006-11-01,35,31315
2006-12-01,26,23263
2007-01-01,24,21473
2007-02-01,24,21473
2007-03-01,23,20578
2007-04-01,23,20578
2007-05-01,26,23263
2007-06-01,21,18789
2007-07-01,24,21473
2007-08-01,23,20578
2007-09-01,22,19684
2007-10-01,25,22368
2007-11-01,24,21473
2007-12-01,23,20578
2008-01-01,26,23263
2008-02-01,23,20578
2008-03-01,26,23263
2008-04-01,29,25947
2008-05-01,28,25052
2008-06-01,29,25947
2008-07-01,26,23263
2008-08-01,24,21473
2008-09-01,31,27736
2008-10-01,28,25052
2008-11-01,26,23263
2008-12-01,23,20578
2009-01-01,26,23263
2009-02-01,33,29526
2009-03-01,26,23263
2009-04-01,26,23263
2009-05-01,27,24157
2009-06-01,24,21473
2009-07-01,27,24157
2009-08-01,30,26842
2009-09-01,30,26842
2009-10-01,34,30420
2009-11-01,32,28631
2009-12-01,33,29526
2010-01-01,33,29526
2010-02-01,31,27736
2010-03-01,38,33999
2010-04-01,46,41157
2010-05-01,32,28631
2010-06-01,32,28631
2010-07-01,31,27736
2010-08-01,37,33105
2010-09-01,29,25947
2010-10-01,35,31315
2010-11-01,31,27736
2010-12-01,30,26842
2011-01-01,30,26842
2011-02-01,35,31315
2011-03-01,38,33999
2011-04-01,33,29526
2011-05-01,31,27736
2011-06-01,37,33105
2011-07-01,40,35789
2011-08-01,35,31315
2011-09-01,39,34894
2011-10-01,34,30420
2011-11-01,34,30420
2011-12-01,32,28631
2012-01-01,31,27736
2012-02-01,31,27736
2012-03-01,33,29526
2012-04-01,33,29526
2012-05-01,46,41157
2012-06-01,38,33999
2012-07-01,42,37578
2012-08-01,44,39368
2012-09-01,43,38473
2012-10-01,42,37578
