Search Term,carbon price
Geography,Worldwide
Time Period,2004-P
Type,Web Search
,
Time,Normalized Value (0-100),Absolute Google Search Volume
2004-01-01,21,21433
2004-02-01,24,24494
2004-03-01,18,18371
2004-04-01,16,16329
2004-05-01,14,14288
2004-06-01,18,18371
2004-07-01,22,22453
2004-08-01,30,30618
2004-09-01,18,18371
2004-10-01,27,27556
2004-11-01,31,31639
2004-12-01,16,16329
2005-01-01,22,22453
2005-02-01,16,16329
2005-03-01,20,20412
2005-04-01,22,22453
2005-05-01,22,22453
2005-06-01,19,19391
2005-07-01,20,20412
2005-08-01,27,27556
2005-09-01,24,24494
2005-10-01,29,29598
2005-11-01,21,21433
2005-12-01,14,14288
2006-01-01,17,17350
2006-02-01,20,20412
2006-03-01,27,27556
2006-04-01,21,21433
2006-05-01,24,24494
2006-06-01,17,17350
2006-07-01,20,20412
2006-08-01,23,23474
2006-09-01,23,23474
2006-10-01,21,21433
2006-11-01,34,34701
2006-12-01,24,24494
2007-01-01,22,22453
2007-02-01,24,24494
2007-03-01,20,20412
2007-04-01,22,22453
2007-05-01,25,25515
2007-06-01,20,20412
2007-07-01,22,22453
2007-08-01,22,22453
2007-09-01,20,20412
2007-10-01,24,24494
2007-11-01,22,22453
2007-12-01,20,20412
2008-01-01,25,25515
2008-02-01,23,23474
2008-03-01,26,26536
2008-04-01,29,29598
2008-05-01,26,26536
2008-06-01,28,28577
2008-07-01,23,23474
2008-08-01,27,27556
2008-09-01,29,29598
2008-10-01,26,26536
2008-11-01,24,24494
2008-12-01,19,19391
2009-01-01,24,24494
2009-02-01,29,29598
2009-03-01,25,25515
2009-04-01,26,26536
2009-05-01,26,26536
2009-06-01,22,22453
2009-07-01,27,27556
2009-08-01,29,29598
2009-09-01,31,31639
2009-10-01,32,32659
2009-11-01,31,31639
2009-12-01,35,35721
2010-01-01,31,31639
2010-02-01,28,28577
2010-03-01,36,36742
2010-04-01,44,44907
2010-05-01,33,33680
2010-06-01,31,31639
2010-07-01,30,30618
2010-08-01,35,35721
2010-09-01,28,28577
2010-10-01,35,35721
2010-11-01,32,32659
2010-12-01,29,29598
2011-01-01,30,30618
2011-02-01,35,35721
2011-03-01,38,38783
2011-04-01,32,32659
2011-05-01,31,31639
2011-06-01,35,35721
2011-07-01,41,41845
2011-08-01,35,35721
2011-09-01,37,37763
2011-10-01,34,34701
2011-11-01,34,34701
2011-12-01,30,30618
2012-01-01,30,30618
2012-02-01,31,31639
2012-03-01,34,34701
2012-04-01,33,33680
2012-05-01,44,44907
2012-06-01,37,37763
2012-07-01,39,39804
2012-08-01,43,43886
2012-09-01,39,39804
2012-10-01,41,41845
